year,president,party,sentence
1971,Nixon,Republican,Let us leave a heritage as they did¡Xnot just for our children but for millions yet unborn¡Xof a nation where every American will have a chance not only to live in peace and to enjoy prosperity and opportunity but to participate in a system of government where he knows not only his votes but his ideas count¡Xa system of government which will provide the means for America to reach heights of achievement undreamed of before.
1971,Nixon,Republican,Those men who met at Philadelphia left a great heritage because they had a vision¡Xnot only of what the Nation was but of what it could become.
1971,Nixon,Republican,"As I think of that vision, I recall that America was founded as the land of the open door¡Xas a haven for the oppressed, a land of opportunity, a place of refuge, of hope."
1971,Nixon,Republican,"When the first settlers opened the door of America three and a half centuries ago, they came to escape persecution and to find opportunity¡Xand they left wide the door of welcome for others to follow."
1971,Nixon,Republican,"When the Thirteen Colonies declared their independence almost two centuries ago, they opened the door to a new vision of liberty and of human fulfillment¡Xnot just for an elite but for all."
1971,Nixon,Republican,"To the generations that followed, America¡¦s was the open door that beckoned millions from the old world to the new in search of a better life, a freer life, a fuller life, and in which, but their own decisions, they could shape their own destinies."
1971,Nixon,Republican,"For the black American, the Indian, the Mexican-American, and for those others in our land who have not had an equal chance, the Nation at last has begun to confront the need to press open the door of full and equal opportunity, and of human dignity."
1971,Nixon,Republican,"For all Americans, with these changes I have proposed tonight we can open the door to a new era of opportunity."
1971,Nixon,Republican,We can open the door to full and effective participation in the decisions that affect their lives.
1971,Nixon,Republican,"We can open the door to a new partnership among governments at all levels, between those governments and the people themselves."
1971,Nixon,Republican,"And by so doing, we can open wide the doors of human fulfillment for millions of people here in America now and in the years to come."
1971,Nixon,Republican,In the next few weeks I will spell out in greater detail the way I propose that we achieve these six great goals.
1971,Nixon,Republican,I ask this Congress to be responsive.
1971,Nixon,Republican,"If it is, then the 92d Congress, your Congress, our Congress, at the end of its term, will be able to look back on a record more splendid than any in our history."
1971,Nixon,Republican,"This can be the Congress that helped us end the longest war in the Nation¡¦s history, and end it in a way that will give us at last a genuine chance to enjoy what we have not had in this century: a full generation of peace."
1971,Nixon,Republican,"This can be the Congress that helped achieve an expanding economy, with full employment and without inflation¡Xand without the deadly stimulus of war."
1971,Nixon,Republican,This can be the Congress that reformed a welfare system that has robbed recipients of their dignity and robbed States and cities of their resources.
1971,Nixon,Republican,"This can be the Congress that pressed forward the rescue of our environment, and established for the next generation an enduring legacy of parks for the people."
1971,Nixon,Republican,"This can be the Congress that launched a new era in American medicine, in which the quality of medical care was enhanced while the costs were made less burdensome."
1971,Nixon,Republican,"But above all, what this Congress can be remembered for is opening the way to a new American revolution¡Xa peaceful revolution in which power was turned back to the people¡Xin which government at all levels was refreshed and renewed and made truly responsive."
1971,Nixon,Republican,"This can be a revolution as profound, as far-reaching, as exciting as that first revolution almost 200 year ago¡Xand it can mean that just 5 years from now America will enter its third century as a young nation new in spirit, with all the vigor and the freshness with which it began its first century."
1971,Nixon,Republican,"My colleagues in the Congress, these are great goals."
1971,Nixon,Republican,They can make the sessions of this Congress a great moment for America.
1971,Nixon,Republican,"So let us pledge together to go forward together¡Xby achieving these goals to give America the foundation today for a new greatness tomorrow and in all the years to come, and in so doing to make this the greatest Congress in the history of this great and good country."
1971,Nixon,Republican,Note: The President delivered his address at 9 p.m. in the House Chamber at the Capitol before a joint session of the Congress.
1971,Nixon,Republican,He was introduced by Speaker of the House of Representatives Carl Albert of Oklahoma.
1971,Nixon,Republican,The address was broadcast live on radio and television.
1971,Nixon,Republican,An advance text of the President¡¦s address was released on the same day.
1971,Nixon,Republican,"The White House also released the transcripts of three news briefings on the President¡¦s State of the Union proposals: the first, on January 25, 1971, by Senator Hugh Scott and Representative Gerald R."
1971,Nixon,Republican,"Ford following a Republican Congressional leadership meeting with the President; the second, on January 27, by John D."
1971,Nixon,Republican,"Khrlichman, Assistant to the President for Domestic Affairs; and the their, on February 2, by Secretary of Commence Maurice H."
1971,Nixon,Republican,"Stans, Secretary of Labor James D."
1971,Nixon,Republican,"Hedgson, nad Secretary of Agriculture Clifford M."
1971,Nixon,Republican,Hardin following a meeting of the Cabinet.
1972,Nixon,Republican,Address on the State of the Union Delivered Before a Joint Session of the Congress.
1972,Nixon,Republican,"January 20, 1972 Mr."
1972,Nixon,Republican,"Speaker, Mr."
1972,Nixon,Republican,"President, my colleagues in the Congress, our distinguished guests, my fellow Americans: ¡@Twenty-five years ago I sat here as a freshman Congressman¡Xalong with Speaker Albert¡Xand listened for the first time to the President address the State of the Union."
1972,Nixon,Republican,I shall never forget that moment.
1972,Nixon,Republican,"The Senate, the diplomatic corps, the Supreme Court, the Cabinet entered the Chamber, and then the President of the United States."
1972,Nixon,Republican,"As all of you are aware, I had some differences with President Truman."
1972,Nixon,Republican,He had some with me.
1972,Nixon,Republican,"But I remember that on that day¡Xthe day he addressed that joint session of the newly elected Republican 80th Congress, he spoke not as a partisan, but as President of all the people¡Xcalling upon the Congress to put aside partisan considerations in the national interest."
1972,Nixon,Republican,"The Greek-Turkish aid program, the Marshall Plan, the great foreign policy initiatives which have been responsible for avoiding a world war for over 25 years were approved by the 80th Congress, by a bipartisan majority of which I was proud to be a part. ¡@Nineteen hundred seventy-two is now before us."
1972,Nixon,Republican,It holds precious time in which to accomplish good for the Nation.
1972,Nixon,Republican,We must not waste it.
1972,Nixon,Republican,I know the political pressures in this session of the Congress will be great.
1972,Nixon,Republican,There are more candidates for the Presidency in this Chamber today than there probably have been at any one time in the whole history of the Republic.
1972,Nixon,Republican,"And there is an honest difference of opinion, not only between the parties, but within each party, on some foreign policy issues and on some domestic policy issues."
1972,Nixon,Republican,"However, there are great national problems that are so vital that they transcend partisanship."
1972,Nixon,Republican,So let us have our debates.
1972,Nixon,Republican,Let us have our honest differences.
1972,Nixon,Republican,But let us join in keeping the national interest first.
1972,Nixon,Republican,Let us join in making sure that legislation the Nation needs does not become hostage to the political interests of any party or any person.
1972,Nixon,Republican,"There is ample precedent, in this election year, for me to present you with a huge list of new proposals, knowing full well that there would not be any possibility of your passing them if you worked night and day."
1972,Nixon,Republican,I shall not do that.
1972,Nixon,Republican,"I have presented to the leaders of the Congress today a message of 15,000 words discussing in some detail where the Nation stands and setting forth specific legislative items on which I have asked the Congress to act."
1972,Nixon,Republican,"Much of this is legislation which I proposed in 1969, in 1970, and also in the first session of this 92d congress and on which I feel it is essential that action be completed this year."
1972,Nixon,Republican,I am not presenting proposals which have attractive labels but no hope of passage.
1972,Nixon,Republican,"I am presenting only vital programs which are within the capacity of this Congress to enact, within the capacity of the budget to finance, and which I believe should be above partisanship¡Xprograms which deal with urgent priorities for the Nation, which should and must be the subject of bipartisan action by this Congress in the interests of the country in 1972."
1972,Nixon,Republican,"When I took the oath of office on the steps of this building just 3 years ago today, the Nation was ending one of the most tortured decades in its history."
1972,Nixon,Republican,The 1960¡¦s were a time of great progress in many areas.
1972,Nixon,Republican,"But as we all know, they were also times of great agony¡Xthe agonies of war, of inflation, of rapidly rising crime, of deteriorating cities, of hopes raised and disappointed, and of anger and frustration that led finally to violence and to the worst civil disorder in a century."
1972,Nixon,Republican,I recall these troubles not to point any fingers of blame.
1972,Nixon,Republican,The Nation was so torn in those final years of the sixties that many in both parties questioned whether America could be governed at all.
1972,Nixon,Republican,The Nation has made significant progress in these first years of the seventies: Our colleges and universities have again become places of learning instead of battlegrounds.
1972,Nixon,Republican,A beginning has been made in preserving and protecting our environment.
1972,Nixon,Republican,"The rate of increase in crime has been slowed¡Xand here in the District of Columbia, the one city where the Federal Government has direct jurisdiction, serious crime in 1971 was actually reduced by 13 percent from that year before."
1972,Nixon,Republican,"Most important, because of the beginnings that have been made, we can say today that this year 1972 can be the year in which America may make the greatest progress in 25 years toward achieving our goal of being at peace with all the nations of the world."
1972,Nixon,Republican,"As our involvement in the war in Vietnam comes to an end, we must now go on to build a generation of peace."
1972,Nixon,Republican,"To achieve that goal, we must first face realistically the need to maintain our defense."
1972,Nixon,Republican,"In the past 3 years, we have reduced the burden of arms."
1972,Nixon,Republican,"For the first time in 20 years, spending on defense has been brought below spending on human resources."
1972,Nixon,Republican,"As we look to the future, we find encouraging progress in our negotiations with the Soviet Union on limitation of strategic arms."
1972,Nixon,Republican,"And looking further into the future, we hope there can eventually be agreement on the mutual reduction of arms."
1972,Nixon,Republican,"But until there is such a mutual agreement, we must maintain the strength necessary to deter war."
1972,Nixon,Republican,"And that is why, because of rising research and development costs, because of increases in military and civilian pay, because of the need to proceed with new weapons systems, my budget for the coming fiscal year will provide for an increase in defense spending."
1972,Nixon,Republican,Strong military defenses are not the enemy of peace; they are the guardians of peace.
1972,Nixon,Republican,"There could be no more misguided set of priorities than one which would tempt others by weakening America, and thereby endanger the peace of the world."
1972,Nixon,Republican,"In our foreign policy, we have entered a new era."
1972,Nixon,Republican,"The world has changed greatly in the 11 years since President John Kennedy said in his Inaugural Address, ¡§¡Kwe shall pay any price, bear any burden, meet any hardship, support any friend, oppose any foe to assure the survival and the success of liberty.¡¨ Our policy has been carefully and deliberately adjusted to meet the new realities of the new world we live in."
1972,Nixon,Republican,We make today only those commitments we are able and prepared to meet.
1972,Nixon,Republican,Our commitment to freedom remains strong and unshakable.
1972,Nixon,Republican,But others must bear their share of the burden of defending freedom around the world.
1972,Nixon,Republican,"And so this, then, is our policy: --We will maintain a nuclear deterrent adequate to meet any threat to the security of the United States or of our allies. --We will help other nations develop the capability of defending themselves. --We will faithfully honor all of our treaty commitments. --We will act to defend our interests, whenever and wherever they are threatened anyplace in the world. --But where our interests or our treaty commitments are not involved, our role will be limited. --We will not intervene militarily. --But we will use our influence to prevent war. --If war comes, we will use our influence to stop it. --Once it is over, will do your share in helping to bind up the wounds of those who have participated in it. ¡@As you know, I will soon be visiting the People¡¦s Republic of China and the Soviet Union."
1972,Nixon,Republican,I go there with no illusions.
1972,Nixon,Republican,We have great differences with both powers.
1972,Nixon,Republican,We shall continue to have great differences.
1972,Nixon,Republican,But peace depends on the ability of great powers to live together on the same planet despite their differences.
1972,Nixon,Republican,"We would not be true to our obligation to generations yet unborn if we failed to seize this moment to do everything in our power to insure that we will be able to talk about those differences, rather than to fight about them, in the future."
1972,Nixon,Republican,"As we look back over this century, let us, in the highest spirit of bipartisanship, recognize that we can be proud of our Nation¡¦s record in foreign affairs."
1972,Nixon,Republican,"America has given more generously of itself toward maintaining freedom, preserving peace, alleviating human suffering around the globe, than any nation has ever done in the history of man."
1972,Nixon,Republican,"We have fought four wars in this century, but our power has never been used to break the peace, only to keep it; never been used to destroy freedom, only to defend it; never been used to destroy freedom, only to defend it."
1972,Nixon,Republican,We now have within our reach the goal of insuring that the next generation can be the first generation in this century to be spared the scourges of war.
1972,Nixon,Republican,"Turning to our problems at home, we are making progress toward our goal of a new prosperity without war."
1972,Nixon,Republican,"Industrial production, consumer spending, retail sales, personal income all have been rising."
1972,Nixon,Republican,"Total employment, real income are the highest in history."
1972,Nixon,Republican,New homebuilding starts this past year reached the highest level ever.
1972,Nixon,Republican,Business and consumer confidence have both been rising.
1972,Nixon,Republican,Interest rates are down.
1972,Nixon,Republican,The rate of inflation is down.
1972,Nixon,Republican,We can look with confidence to 1972 as the year when the back of inflation will be broken.
1972,Nixon,Republican,"Now, this a good record, but it is not good enough¡Xnot when we still have an unemployment rate of 6 percent."
1972,Nixon,Republican,"It is not enough to point out that this was the rate of the early peacetime years of the sixties, or that if the more than 2 million men released from the Armed Forces and defense-related industries were still in their wartime jobs, unemployment would be far lower."
1972,Nixon,Republican,Our goal in this country is full employment in peacetime.
1972,Nixon,Republican,"We intend to meet that goal, and we can."
1972,Nixon,Republican,The Congress has helped to meet that goal by passing our job-creating tax program last month.
1972,Nixon,Republican,"The historic monetary agreements, agreements that we have reached with the major European nations, Canada, and Japan, will help meet it by providing new markets for American products, new jobs for American workers."
1972,Nixon,Republican,Our budget will help meet it by being expansionary without being inflationary¡Xa job-producing budget that will help take up the gap as the economy expands to full employment.
1972,Nixon,Republican,"Our program to raise farm income will help meet it by helping to revitalize rural America, by giving to America¡¦s farmers their fair share of America¡¦s increasing productivity."
1972,Nixon,Republican,"We also will help meet our goal of full employment in peacetime with a set of major initiatives to stimulate more imaginative use of America¡¦s great capacity for technological advance, and to direct it toward improving the quality of life for every American."
1972,Nixon,Republican,"In reaching the moon, we demonstrated what miracles American technology is capable of achieving."
1972,Nixon,Republican,"Now the time has come to move more deliberately toward making full use of that technology here on earth, of harnessing the wonders of science to the service of man."
1972,Nixon,Republican,"I shall soon send to the Congress a special message proposing a new program of Federal partnership in technological research and developments¡Xwith Federal incentives to increase private research, federally supported research on projects designed to improve our everyday lives in ways that will range from improving mass transit to developing new systems of emergency health care that could save thousands of lives annually. ¡@Historically, our superior technology and high productivity have made it possible for American workers to be the highest paid in the world by far, and yet for our goods still to compete in world markets."
1972,Nixon,Republican,Now we face a new situation.
1972,Nixon,Republican,"As other nations move rapidly forward in technology, the answer to the new competition is not to build a wall around America, but rather to remain competitive by improving our own technology still further and by increasing productivity in American industry."
1972,Nixon,Republican,Our new monetary and trade agreements will make it possible for American goods to compete fairly in the world¡¦s markets¡Xbut they still must compete.
1972,Nixon,Republican,"The new technology program will put to use the skills of many highly trained Americans, skills that might otherwise be wasted."
1972,Nixon,Republican,"It will also meet the growing technological challenge from abroad, and it will thus help to create new industries, as well as creating more jobs for America¡¦s workers in producing for the world¡¦s markets."
1972,Nixon,Republican,This second session of the 92d congress already has before it more than 90 major Administration proposals which still await action.
1972,Nixon,Republican,I have discussed these in the extensive written message that I have presented to the Congress today.
1972,Nixon,Republican,"They include, among others, our programs to improve life for the aging; to combat crime and drug abuse; to improve health services and to ensure that no one will be denied needed health care because of inability to pay; to protect workers¡¦ pension rights; to promote equal opportunity for members of minorities, and others who have been left behind; to expand consumer protection; to improve the environment; to revitalize rural America; to help the cities; to launch new initiatives in education; to improve transportation, and to put and end to costly labor tie-ups in transportation."
1972,Nixon,Republican,The west coast dock strike is a case in point.
1972,Nixon,Republican,This Nation cannot and will not tolerate that kind of irresponsible labor tie-up in the future.
1972,Nixon,Republican,The messages also include basic reforms which are essential if our structure of government is to be adequate in the decades ahead.
1972,Nixon,Republican,"They include reform of our wasteful and outmoded welfare system¡Xsubstitution of a new system that provides work requirements and work incentives for those who can help themselves, income support for those who cannot help themselves, and fairness to the working poor."
1972,Nixon,Republican,"They include a $17 billion program of Federal revenue sharing with the States and localities as an investment in their renewal, an investment also of faith in the American people."
1972,Nixon,Republican,"They also include a sweeping reorganization of the executive branch of the Federal Government so that it will be more efficient, more responsive, and able to meet the challenges of the decades ahead."
1972,Nixon,Republican,"One year ago, standing in this place, I laid before the opening session of this Congress six great goals."
1972,Nixon,Republican,One of these was welfare reform.
1972,Nixon,Republican,That proposal has been before the Congress now for nearly 2 1/2 years.
1972,Nixon,Republican,"My proposals on revenue sharing, government reorganization, health care, and the environment have now been before the Congress for nearly a year."
1972,Nixon,Republican,Many of the other major proposals that I have referred to have been here that long or longer.
1972,Nixon,Republican,"Now, 1971, we can say, was a year of consideration of these measures."
1972,Nixon,Republican,"Now let us join in making 1972 a year of action on them, action by the Congress, for the Nation and for the people of America."
1972,Nixon,Republican,"Now, in addition, there is one pressing need which I have not previously covered, but which must be placed on the national agenda."
1972,Nixon,Republican,We long have looked in this Nation to the local property tax as the main source of financing for public primary and secondary education.
1972,Nixon,Republican,"As a result, soaring school costs, soaring property tax rates now threaten both our communities and our schools."
1972,Nixon,Republican,"They threaten communities because property taxes, which more than doubled in the 10 years from 1960 to 70, have become one of the most oppressive and discriminatory of all taxes, hitting most cruelly at the elderly and the retired; and they threaten schools, as hard-pressed voters understandably reject new bond issues at the polls."
1972,Nixon,Republican,"The problem has been given even greater urgency by four recent court decisions, which have held that the conventional method of financing schools through local property taxes is discriminatory and unconstitutional."
1972,Nixon,Republican,"Nearly 2 years ago, I named a special Presidential commission to study the problems of school finance, and I also directed the Federal departments to look into the same problems."
1972,Nixon,Republican,We are developing comprehensive proposals to meet these problems.
1972,Nixon,Republican,"This issue involves two complex and interrelated sets of problems: support of the schools and the basic relationships of Federal, State, and local governments in any tax reforms."
1972,Nixon,Republican,"Under the leadership of the Secretary of the Treasury, we are carefully reviewing all of the tax aspects, and I have this week enlisted the Advisory Commission on Intergovernmental Relations in addressing the intergovernmental relations aspects."
1972,Nixon,Republican,I have asked this bipartisan Commission to review our proposals for Federal action to cope with the gathering crisis of school finance and property taxes.
1972,Nixon,Republican,"Later in the year, when both Commissions have completed their studies, I shall make my final recommendations for relieving the burden of property taxes and providing both fair and adequate financing for our children¡¦s education."
1972,Nixon,Republican,These recommendations will be revolutionary.
1972,Nixon,Republican,"But all these recommendations, however, will be rooted in one fundamental principle with which there can be no compromise: Local school boards must have control over local schools."
1972,Nixon,Republican,"As we look ahead over the coming decades, vast new growth and change are not only certainties, they will be the dominant reality of this world, and particularly of our life in America."
1972,Nixon,Republican,"Surveying the certainty of rapid change, we can be like a fallen rider caught in the stirrups¡Xor we can sit high in the saddle, the masters of change, directing it on a course we choose."
1972,Nixon,Republican,"The secret of mastering change in today¡¦s world is to reach back to old and proven principles, and to adapt them with imagination and intelligence to the new realities of a new age."
1972,Nixon,Republican,That is what we have done in the proposals that I have laid before the Congress.
1972,Nixon,Republican,"They are rooted in basic principles that are as enduring as human nature, as robust as the American experience; and they are responsive to new conditions."
1972,Nixon,Republican,Thus they represent a spirit of change that is truly renewal.
1972,Nixon,Republican,"As we look back at those old principles, we find them as timely as they are timeless."
1972,Nixon,Republican,"We believe in independence, and self-reliance, and the creative value of the competitive spirit."
1972,Nixon,Republican,We believe in full and equal opportunity for all Americans and in the protection of individual rights and liberties.
1972,Nixon,Republican,"We believe in the family as the keystone of the community, and in the community as the keystone of the Nation."
1972,Nixon,Republican,We believe in compassion toward those in need.
1972,Nixon,Republican,"We believe in a system of law, justice, and order as the basis of a genuinely free society."
1972,Nixon,Republican,"We believe that a person should get what he works for¡Xand that those who can, should work for¡Xand that those who can, should work for what they get."
1972,Nixon,Republican,"We believe in the capacity of people to make their own decisions in their own lives, in their own communities¡Xand we believe in their right to make those decisions."
1972,Nixon,Republican,"In applying these principles, we have done so with the full understanding that what we seek in the seventies, what our quest is, is not merely for more, but for better¡Xfor a better quality of life for all Americans."
1972,Nixon,Republican,"Thus, for example, we are giving a new measure of attention to cleaning up our air and water, making our surroundings more attractive."
1972,Nixon,Republican,"We are providing broader support for the arts, helping stimulate a deeper appreciation of what they can contribute to the Nation¡¦s activities and to our individual lives."
1972,Nixon,Republican,"But nothing really matters more to the quality of our lives than the way we treat one another, than our capacity to live respectfully together as a unified society, with a full, generous regard for the rights of others and also for the feelings of others."
1972,Nixon,Republican,"As we recover from the turmoil and violence of recent years, as we learn once again to speak with one another instead of shouting at one another, we are regaining that capacity."
1972,Nixon,Republican,"As is customary here, on this occasion, I have been talking about programs."
1972,Nixon,Republican,Programs are important.
1972,Nixon,Republican,"But even more important than programs is what we are as a Nation¡Xwhat we mean as a Nation, to ourselves and to the world."
1972,Nixon,Republican,"In New York Harbor stands one of the most famous statues in the world¡Xthe Statue of Liberty, the gift in 1886 of the people of France to the people of the United States."
1972,Nixon,Republican,This statue is more than a landmark; it is a symbol¡Xa symbol of what America has meant to the world.
1972,Nixon,Republican,"It reminds us that what America has meant is not its wealth, and not its power, but its spirit and purpose¡Xa land that enshrines liberty and opportunity, and that has held out a hand of welcome to millions in search of a better and a fuller and, above all, a freer life."
1972,Nixon,Republican,"The world¡¦s hopes poured into America, along with its people."
1972,Nixon,Republican,"And those hopes, those dreams, that have been brought here from every corner of the world, have become a part of the hope that we now hold out to the world."
1972,Nixon,Republican,"Four years from now, America will celebrate the 200th anniversary of its founding as a Nation."
1972,Nixon,Republican,"There are those who say that the old Spirit of ¡¦76 is dead¡Xthat we no longer have the strength of character, the idealism, the faith in our founding purposes that that spirit represents."
1972,Nixon,Republican,Those who say this do not know America.
1972,Nixon,Republican,We have been undergoing self-doubts and self-criticism.
1972,Nixon,Republican,"But these are only the other side of our growing sensitivity to the persistence of want in the midst of plenty, of our impatience with the slowness with which age-old ills are being overcome."
1972,Nixon,Republican,"If we were indifferent to the shortcomings of our society, or complacent about our institutions, or blind to the lingering inequities¡Xthen we would have lost our way."
1972,Nixon,Republican,"But the fact that we have those concerns is evidence that our ideals, deep down, are still strong."
1972,Nixon,Republican,"Indeed, they remind us that what is really best about America is its compassion."
1972,Nixon,Republican,"They remind us that in the final analysis, America is great not because it is rich, but because this is a good country."
1972,Nixon,Republican,"Let us reject the narrow visions of those who would tell us that we are evil because we are not yet perfect, that we are corrupt because we are not yet pure, that all the sweat and trial and sacrifice that have gone into the building of America were for naught because the building is not yet done."
1972,Nixon,Republican,"Let us see that the path we are traveling is wide, with room in it for all of us, and that its direction is toward a better Nation and a more peaceful world."
1972,Nixon,Republican,Never has it mattered more that we go forward together.
1972,Nixon,Republican,Look at this Chamber.
1972,Nixon,Republican,"The leadership of America is here today¡Xthe Supreme Court, the Cabinet, the Senate, the House of Representatives."
1972,Nixon,Republican,"Together, we hold the future of the Nation, and the conscience of the Nation in our hands."
1972,Nixon,Republican,"Because this year is an election year, it will be a time of great pressure."
1972,Nixon,Republican,"If we yield to that pressure and fail to deal seriously with the historic challenges that we face, we will have failed that trust of millions of Americans and shaken the confidence they have a right to place in us, in their Government."
1972,Nixon,Republican,Never has a Congress had a greater opportunity to leave a legacy of a profound and constructive reform for the Nation than this Congress.
1972,Nixon,Republican,"If we succeed in these tasks, there will be credit enough for all¡Xnot only for doing what is right, but doing it in the right way, by rising above partisan interest to serve the national interest."
1972,Nixon,Republican,"And if we fail, more than any one of us, America will be the loser."
1972,Nixon,Republican,"That is why my call upon the Congress today is for a high statesmanship, so that in the years to come Americans will look back and say because it withstood the intense pressures of a political year, and achieved such great good for the American people and for the future of this Nation, this was truly a great Congress."
1972,Nixon,Republican,"NOTE: The President spoke at 12:34 p.m. in the House Chamber at the Capitol, after being introduced by Carl Albert, Speaker of the House of Representatives."
1972,Nixon,Republican,The address was broadcast live on radio and television.
1972,Nixon,Republican,The President spoke from a prepared text.
1972,Nixon,Republican,An advance text of his address was released on the same day.
1973,Nixon,Republican,State of the Union Message to the Congress: Overview and Goals.
1973,Nixon,Republican,"February 2, 1973 To the congress of the United States: The traditional form of the President¡¦s annual report giving ¡§to the Congress Information of the State of the Union¡¨ is a single message or address."
1973,Nixon,Republican,"As the affairs and concerns of our Union have multiplied over the years, however, so too have the subjects that require discussion in State of the Union Messages."
1973,Nixon,Republican,"This year in particular, with so many changes in Government programs under consideration¡Xand with our very philosophy about the relationship between the individual and the State at an historic crossroads¡Xa single, all-embracing State of the Union Message would not appear to be adequate."
1973,Nixon,Republican,I have therefore decided to present my 1973 State of the Union report in the form of a series of messages during these early weeks of the 93rd Congress.
1973,Nixon,Republican,"The purpose of this first message in the series is to give a concise overview of where we stand as a people today, and to outline some of the general goals that I believe we should pursue over the next year and beyond."
1973,Nixon,Republican,"In coming weeks, I will send to the Congress further State of the Union reports on specific areas of policy including economic affairs, natural resources, human resources, community development and foreign and defense policy."
1973,Nixon,Republican,"The new course these messages will outline represents a fresh approach to Government: an approach that addresses the realities of the 1970s, not those of the 1930s or of the 1960s."
1973,Nixon,Republican,"The role of the Federal Government as we approach our third century of independence should not be to dominate any facet of American life, but rather to aid and encourage people, communities and institutions to deal with as many of the difficulties and challenges facing them as possible, and to help see to it that every American has a full and equal opportunity to realize his or her potential."
1973,Nixon,Republican,"If we were to continue to expand the Federal Government at the rate of the past several decades, it soon would consume us entirely."
1973,Nixon,Republican,"The time has come when we must make clear choices¡Xchoices between old programs that set worthy goals but failed to reach them and new programs that provide a better way to realize those goals; and choices, too, between competing programs¡Xall of which may be desirable in themselves but only some of which we can afford with the finite resources at our command."
1973,Nixon,Republican,"Because our resources are not infinite, we also face a critical choice in 1973 between holding the line in Government spending and adopting expensive programs which will surely force up taxes and refuel inflation."
1973,Nixon,Republican,"Finally, it is vital at this time that we restore a greater sense of responsibility at the State and local level, and among individual Americans."
1973,Nixon,Republican,"WHERE WE STAND The basic state of our Union today is sound, and full of promise."
1973,Nixon,Republican,"We enter 1973 economically strong, militarily secure and, most important of all, at peace after a long and trying war."
1973,Nixon,Republican,America continues to provide a better and more abundant life for more of its people than any other nation in the world.
1973,Nixon,Republican,We have passed through one of the most difficult periods in our history without surrendering to despair and without dishonoring our ideals as a people.
1973,Nixon,Republican,"Looking back, there is a lesson in all this for all of us."
1973,Nixon,Republican,The lesson is one that we sometimes had to learn the hard way over the past few years.
1973,Nixon,Republican,But we did learn it.
1973,Nixon,Republican,"That lesson is that even potentially destructive forces can be converted into positive forces when we know how to channel them, and when we use common sense and common decency to create a climate of mutual respect and goodwill."
1973,Nixon,Republican,"By working together and harnessing the forces of nature, Americans have unlocked some of the great mysteries of the universe."
1973,Nixon,Republican,Men have walked the surface of the moon and soared to new heights of discovery.
1973,Nixon,Republican,This same spirit of discovery is helping us to conquer disease and suffering that have plagued our own planet since the dawn of time.
1973,Nixon,Republican,"By working together with the leaders of other nations, we have been able to build a new hope for lasting peace¡Xfor a structure of world order in which common interest outweighs old animosities, and in which a new generation of the human family can grow up at peace in a changing world."
1973,Nixon,Republican,"At home, we have learned that by working together we can create prosperity without fanning inflation; we can restore order without weakening freedom."
1973,Nixon,Republican,THE CHALLENGES WE FACE ¡@These first years of the 1970s have been good years for America.
1973,Nixon,Republican,Our job¡Xall of us together¡Xis to make 1973 and the years to come even better ones.
1973,Nixon,Republican,I believe that we can.
1973,Nixon,Republican,I believe that we can make the years leading to our Bicentennial the best four years in American history.
1973,Nixon,Republican,But we must never forget that nothing worthwhile can be achieved without the will to succeed and the strength to sacrifice.
1973,Nixon,Republican,"Hard decisions must be made, and we must stick by them."
1973,Nixon,Republican,"In the field of foreign policy, we must remember that a strong America¡Xan America whose word is believed and whose strength is respected¡Xis essential to continued peace and understanding in the world."
1973,Nixon,Republican,The peace with honor we have achieved in Vietnam has strengthened this basic American credibility.
1973,Nixon,Republican,"We must act in such a way in coming years that this credibility will remain intact, and with it, the world stability of which it is so indispensable a part."
1973,Nixon,Republican,"At home, we must reject the mistaken notion¡Xa notion that has dominated too much of the public dialogue for too long¡Xthat ever bigger Government is the answer to every problem."
1973,Nixon,Republican,We have learned only too well that heavy taxation and excessive Government spending are not a cure-all.
1973,Nixon,Republican,"In too many cases, instead of solving the problems they were aimed at, they have merely placed an ever heavier burden on the shoulders of the American taxpayer, in the form of higher taxes and a higher cost of living."
1973,Nixon,Republican,"At the same time they have deceived our people because many of the intended beneficiaries received far less than was promised, thus undermining public faith in the effectiveness of Government as a whole."
1973,Nixon,Republican,The time has come for us to draw the line.
1973,Nixon,Republican,The time has come for the responsible leaders of both political parties to take a stand against overgrown Government and for the American taxpayer.
1973,Nixon,Republican,"We are not, spending the Federal Government¡¦s money, we are spending the taxpayer¡¦s money, and it must be spent in a way which guarantees his money¡¦s worth and yields the fullest possible benefit to the people being helped."
1973,Nixon,Republican,The answer to many of the domestic problems we face is not higher taxes and more spending.
1973,Nixon,Republican,"It is less waste, more results and greater freedom for the individual American to earn a rightful place in his own community¡Xand for States and localities to address their own needs in their own ways, in the light of their own priorities."
1973,Nixon,Republican,"By giving the people and their locally elected leaders a greater voice through changes such as revenue sharing, and by saying ¡§no¡¨ to excessive Federal spending and higher taxes, we can help achieve this goal."
1973,Nixon,Republican,"COMING MESSAGES ¡@The policies which I will outline to the Congress in the weeks ahead represent a reaffirmation, not an abdication, of Federal responsibility."
1973,Nixon,Republican,"They represent a pragmatic rededication to social compassion and national excellence, in place of the combination of good intentions and fuzzy follow-through which too often in the past was thought sufficient."
1973,Nixon,Republican,"In the field of economic affairs, our objectives will be to hold down taxes, to continue controlling inflation, to promote economic growth, to increase productivity, to encourage foreign trade, to keep farm income high, to bolster small business, and to promote better labor-management relations."
